#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.257	32.4945	vertebrates, human	 1:KX171512.1;  2:KX171524.1;  3:KX171536.1;  4:KX171548.1;  5:KX171452.1;  6:KX171560.1;  7:KX171476.1;  8:KX171464.1;  9:KX171572.1;  10:KX171488.1;  11:KX171500.1	11	11	2017/01/15	2017/01/15	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266487.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671		0	Other	Other	34.951	55	-	AP013466.1	-	52	2013/11/06	2015/10/30	Complete Genome
uncultured Mediterranean phage uvMED	1407671		0	Other	Other	35.242	54.9	-	AP013467.1	-	49	2013/11/06	2015/10/30	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266488.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.397	32.1241	vertebrates, human	 1:KJ919372.1;  2:KJ919480.1;  3:KJ919584.1;  4:KJ919690.1;  5:KJ918850.1;  6:KJ919794.1;  7:KJ919060.1;  8:KJ918955.1;  9:KJ919899.1;  10:KJ919165.1;  11:KJ919270.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.3874	vertebrates, human	 1:KJ919373.1;  2:KJ919481.1;  3:KJ919585.1;  4:KJ919691.1;  5:KJ918851.1;  6:KJ919795.1;  7:KJ919061.1;  8:KJ918956.1;  9:KJ919900.1;  10:KJ919166.1;  11:KJ919271.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266489.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	32.133	17.9	-	AP013550.1	-	54	2013/11/07	2015/10/30	Chromosome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	35.997	15.85	-	AP013551.1	-	49	2013/11/07	2015/10/30	Chromosome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266490.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.3874	vertebrates, human	 1:KJ919374.1;  2:KJ919482.1;  3:KJ919586.1;  4:KJ919692.1;  5:KJ918852.1;  6:KJ919796.1;  7:KJ919062.1;  8:KJ918957.1;  9:KJ919901.1;  10:KJ919167.1;  11:KJ919272.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.3484	vertebrates, human	 1:KJ919375.1;  2:KJ919483.1;  3:KJ919587.1;  4:KJ919693.1;  5:KJ918853.1;  6:KJ919797.1;  7:KJ919063.1;  8:KJ918958.1;  9:KJ919902.1;  10:KJ919168.1;  11:KJ919273.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266491.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	35.766	15.9	-	AP013552.1	-	44	2013/11/07	2015/10/30	Chromosome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	35.009	15.9	-	AP013553.1	-	54	2013/11/07	2015/10/30	Chromosome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266492.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.406	31.3723	vertebrates, human	 1:KJ919376.1;  2:KJ919484.1;  3:KJ919588.1;  4:KJ919694.1;  5:KJ918854.1;  6:KJ919798.1;  7:KJ919064.1;  8:KJ918959.1;  9:KJ919903.1;  10:KJ919169.1;  11:KJ919274.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.3783	vertebrates, human	 1:KJ919377.1;  2:KJ919485.1;  3:KJ919589.1;  4:KJ919695.1;  5:KJ918855.1;  6:KJ919799.1;  7:KJ919065.1;  8:KJ918960.1;  9:KJ919904.1;  10:KJ919170.1;  11:KJ919275.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266493.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	33.993	16.05	-	AP013554.1	-	53	2013/11/07	2015/10/30	Chromosome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	35.554	15.7	-	AP013555.1	-	60	2013/11/07	2015/10/30	Chromosome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266494.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.375	32.4534	vertebrates, human	 1:KJ919378.1;  2:KJ919486.1;  3:KJ919590.1;  4:KJ919696.1;  5:KJ918856.1;  6:KJ919800.1;  7:KJ919066.1;  8:KJ918961.1;  9:KJ919905.1;  10:KJ919171.1;  11:KJ919276.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.397	31.8823	vertebrates, human	 1:KJ919379.1;  2:KJ919487.1;  3:KJ919591.1;  4:KJ919697.1;  5:KJ918857.1;  6:KJ919801.1;  7:KJ919067.1;  8:KJ918962.1;  9:KJ919906.1;  10:KJ919172.1;  11:KJ919277.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266495.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	33.988	16.05	-	AP013556.1	-	46	2013/11/07	2015/10/30	Chromosome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	34.141	16	-	AP013557.1	-	45	2013/11/07	2015/10/30	Chromosome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266496.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.2909	vertebrates, human	 1:KJ919380.1;  2:KJ919488.1;  3:KJ919592.1;  4:KJ919698.1;  5:KJ918858.1;  6:KJ919802.1;  7:KJ919068.1;  8:KJ918963.1;  9:KJ919907.1;  10:KJ919173.1;  11:KJ919278.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.4085	vertebrates, human	 1:KJ919381.1;  2:KJ919489.1;  3:KJ919593.1;  4:KJ919699.1;  5:KJ918859.1;  6:KJ919803.1;  7:KJ919069.1;  8:KJ918964.1;  9:KJ919908.1;  10:KJ919174.1;  11:KJ919279.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266497.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	36.091	16.15	-	AP013558.1	-	41	2013/11/07	2015/10/30	Chromosome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	28.986	15.45	-	AP013559.1	-	57	2013/11/07	2015/10/30	Chromosome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266498.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.257	32.3845	vertebrates, human	 1:KX171513.1;  2:KX171525.1;  3:KX171537.1;  4:KX171549.1;  5:KX171453.1;  6:KX171561.1;  7:KX171477.1;  8:KX171465.1;  9:KX171573.1;  10:KX171489.1;  11:KX171501.1	11	11	2017/01/15	2017/01/15	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.382	vertebrates, human	 1:KJ919382.1;  2:KJ919490.1;  3:KJ919594.1;  4:KJ919700.1;  5:KJ918860.1;  6:KJ919804.1;  7:KJ919070.1;  8:KJ918965.1;  9:KJ919909.1;  10:KJ919175.1;  11:KJ919280.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266499.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	43.216	18.4	-	AP013560.1	-	72	2013/11/07	2015/10/30	Chromosome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	39.729	17	-	AP013561.1	-	66	2013/11/07	2015/10/30	Chromosome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266500.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.397	32.4535	vertebrates, human	 1:KJ919383.1;  2:KJ919491.1;  3:KJ919595.1;  4:KJ919701.1;  5:KJ918861.1;  6:KJ919805.1;  7:KJ919071.1;  8:KJ918966.1;  9:KJ919910.1;  10:KJ919176.1;  11:KJ919281.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.2762	vertebrates, human	 1:KJ919384.1;  2:KJ919492.1;  3:KJ919596.1;  4:KJ919702.1;  5:KJ918862.1;  6:KJ919806.1;  7:KJ919072.1;  8:KJ918967.1;  9:KJ919911.1;  10:KJ919177.1;  11:KJ919282.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266501.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	38.341	18.25	-	AP013562.1	-	57	2013/11/07	2015/10/30	Chromosome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	42.854	23.8	-	AP013563.1	-	48	2013/11/07	2015/10/30	Chromosome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266502.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.4527	vertebrates, human	 1:KJ919385.1;  2:KJ919493.1;  3:KJ919597.1;  4:KJ919703.1;  5:KJ918863.1;  6:KJ919807.1;  7:KJ919073.1;  8:KJ918968.1;  9:KJ919912.1;  10:KJ919178.1;  11:KJ919283.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.3966	vertebrates, human	 1:KJ919386.1;  2:KJ919494.1;  3:KJ919598.1;  4:KJ919704.1;  5:KJ918864.1;  6:KJ919808.1;  7:KJ919074.1;  8:KJ918969.1;  9:KJ919913.1;  10:KJ919179.1;  11:KJ919284.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266503.1	-	11	2016/07/12	2016/07/12	Complete Genome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	41.611	26.05	-	AP013564.1	-	55	2013/11/07	2015/10/30	Chromosome
uncultured Mediterranean phage uvMED	1407671	PRJDB1484	226216	Other	Other	41.859	25.35	-	AP013565.1	-	60	2013/11/07	2015/10/30	Chromosome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266504.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.397	31.9071	vertebrates, human	 1:KJ919387.1;  2:KJ919495.1;  3:KJ919599.1;  4:KJ919705.1;  5:KJ918865.1;  6:KJ919809.1;  7:KJ919075.1;  8:KJ918970.1;  9:KJ919914.1;  10:KJ919180.1;  11:KJ919285.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.397	32.4591	vertebrates, human	 1:KJ919388.1;  2:KJ919496.1;  3:KJ919600.1;  4:KJ919706.1;  5:KJ918866.1;  6:KJ919810.1;  7:KJ919076.1;  8:KJ918971.1;  9:KJ919915.1;  10:KJ919181.1;  11:KJ919286.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266505.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266506.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.353	vertebrates, human	 1:KJ919389.1;  2:KJ919497.1;  3:KJ919601.1;  4:KJ919707.1;  5:KJ918867.1;  6:KJ919811.1;  7:KJ919077.1;  8:KJ918972.1;  9:KJ919916.1;  10:KJ919182.1;  11:KJ919287.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.397	31.3689	vertebrates, human	 1:KJ919390.1;  2:KJ919498.1;  3:KJ919602.1;  4:KJ919708.1;  5:KJ918868.1;  6:KJ919812.1;  7:KJ919078.1;  8:KJ918973.1;  9:KJ919917.1;  10:KJ919183.1;  11:KJ919288.1	-	11	2014/10/13	2014/10/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266507.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266508.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.376	32.0001	vertebrates, human	 1:KJ919391.1;  2:KJ919499.1;  3:KJ919604.1;  4:KJ919709.1;  5:KJ918869.1;  6:KJ919813.1;  7:KJ919079.1;  8:KJ918974.1;  9:KJ919918.1;  10:KJ919184.1;  11:KJ919289.1	-	11	2014/10/13	2014/10/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.257	32.7254	vertebrates, human	 1:KX171514.1;  2:KX171526.1;  3:KX171538.1;  4:KX171550.1;  5:KX171454.1;  6:KX171562.1;  7:KX171478.1;  8:KX171466.1;  9:KX171574.1;  10:KX171490.1;  11:KX171502.1	11	11	2017/01/15	2017/01/15	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266509.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266510.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	17.439	31.3897	vertebrates, human	 1:KJ919392.1;  2:KJ919500.1;  3:KJ919603.1;  4:KJ919710.1;  5:KJ918870.1;  6:KJ919814.1;  7:KJ919080.1;  8:KJ918975.1;  9:KJ919919.1;  10:KJ919185.1;  11:KJ919290.1	-	11	2014/10/13	2014/10/13	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	18.497	34.9234	vertebrates, human	 1:EF554104.1;  2:EF554105.1;  3:EF554106.1;  4:EF554107.1;  5:EF554110.1;  6:EF554108.1;  7:EF554112.1;  8:EF554111.1;  9:EF554109.1;  10:EF554113.1;  11:EF554114.1	-	11	2008/04/04	2011/05/31	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266511.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266512.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.513	32.4648	vertebrates, human	 1:LC227932.1;  2:LC227943.1;  3:LC227954.1;  4:LC227965.1;  5:LC227877.1;  6:LC227976.1;  7:LC227899.1;  8:LC227888.1;  9:LC227987.1;  10:LC227910.1;  11:LC227921.1	11	11	2017/09/13	2017/09/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.513	32.4644	vertebrates, human	 1:LC227933.1;  2:LC227944.1;  3:LC227955.1;  4:LC227966.1;  5:LC227878.1;  6:LC227977.1;  7:LC227900.1;  8:LC227889.1;  9:LC227988.1;  10:LC227911.1;  11:LC227922.1	11	11	2017/09/13	2017/09/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266513.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266514.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.5	32.6359	vertebrates, human	 1:LC227934.1;  2:LC227945.1;  3:LC227956.1;  4:LC227967.1;  5:LC227879.1;  6:LC227978.1;  7:LC227901.1;  8:LC227890.1;  9:LC227989.1;  10:LC227912.1;  11:LC227923.1	11	11	2017/09/13	2017/09/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.466	32.6333	vertebrates, human	 1:LC227935.1;  2:LC227946.1;  3:LC227957.1;  4:LC227968.1;  5:LC227880.1;  6:LC227979.1;  7:LC227902.1;  8:LC227891.1;  9:LC227990.1;  10:LC227913.1;  11:LC227924.1	11	11	2017/09/13	2017/09/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266515.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266516.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.475	32.6335	vertebrates, human	 1:LC227936.1;  2:LC227947.1;  3:LC227958.1;  4:LC227969.1;  5:LC227881.1;  6:LC227980.1;  7:LC227903.1;  8:LC227892.1;  9:LC227991.1;  10:LC227914.1;  11:LC227925.1	11	11	2017/09/13	2017/09/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.511	32.4717	vertebrates, human	 1:LC227937.1;  2:LC227948.1;  3:LC227959.1;  4:LC227970.1;  5:LC227882.1;  6:LC227981.1;  7:LC227904.1;  8:LC227893.1;  9:LC227992.1;  10:LC227915.1;  11:LC227926.1	11	11	2017/09/13	2017/09/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266517.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266518.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.516	32.451	vertebrates, human	 1:LC227938.1;  2:LC227949.1;  3:LC227960.1;  4:LC227971.1;  5:LC227883.1;  6:LC227982.1;  7:LC227905.1;  8:LC227894.1;  9:LC227993.1;  10:LC227916.1;  11:LC227927.1	11	11	2017/09/13	2017/09/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.532	32.6995	vertebrates, human	 1:LC227939.1;  2:LC227950.1;  3:LC227961.1;  4:LC227972.1;  5:LC227884.1;  6:LC227983.1;  7:LC227906.1;  8:LC227895.1;  9:LC227994.1;  10:LC227917.1;  11:LC227928.1	11	11	2017/09/13	2017/09/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266519.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266520.1	-	11	2016/07/12	2016/07/12	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	3.33	31.3314	vertebrates, human	 1:AJ272458.1;  2:AJ287455.1;  3:AJ287464.1;  4:AJ276282.1;  5:AJ287471.1;  6:AJ275901.1;  7:AJ275909.1;  8:AJ275949.1;  9:AJ288001.1;  10:AJ275957.1;  11:AJ272536.1	11	11	2000/04/04	2016/07/26	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.257	32.5831	vertebrates, human	 1:KX171515.1;  2:KX171527.1;  3:KX171539.1;  4:KX171551.1;  5:KX171455.1;  6:KX171563.1;  7:KX171479.1;  8:KX171467.1;  9:KX171575.1;  10:KX171491.1;  11:KX171503.1	11	11	2017/01/15	2017/01/15	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266521.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266522.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.502	32.4494	vertebrates, human	 1:LC227940.1;  2:LC227951.1;  3:LC227962.1;  4:LC227973.1;  5:LC227885.1;  6:LC227984.1;  7:LC227907.1;  8:LC227896.1;  9:LC227995.1;  10:LC227918.1;  11:LC227929.1	11	11	2017/09/13	2017/09/13	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.5	32.4122	vertebrates, human	 1:LC227941.1;  2:LC227952.1;  3:LC227963.1;  4:LC227974.1;  5:LC227886.1;  6:LC227985.1;  7:LC227908.1;  8:LC227897.1;  9:LC227996.1;  10:LC227919.1;  11:LC227930.1	11	11	2017/09/13	2017/09/13	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266523.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266524.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.515	32.5369	vertebrates, human	 1:LC227942.1;  2:LC227953.1;  3:LC227964.1;  4:LC227975.1;  5:LC227887.1;  6:LC227986.1;  7:LC227909.1;  8:LC227898.1;  9:LC227997.1;  10:LC227920.1;  11:LC227931.1	11	11	2017/09/13	2017/09/13	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	9.602	33.0317	vertebrates, human	 1:KU292541.1;  2:KU292542.1;  3:KU292543.1;  4:KU292544.1;  5:KU292547.1;  6:KU292545.1;  7:KU292549.1;  8:KU292548.1;  9:KU292546.1;  10:KU292550.1;  11:KU292551.1	-	11	2016/08/24	2016/08/24	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266525.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266526.1	-	11	2016/07/12	2016/07/12	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	9.604	32.5981	vertebrates, human	 1:KU292552.1;  2:KU292553.1;  3:KU292554.1;  4:KU292555.1;  5:KU292558.1;  6:KU292556.1;  7:KU292560.1;  8:KU292559.1;  9:KU292557.1;  10:KU292561.1;  11:KU292562.1	-	11	2016/08/24	2016/08/24	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	9.588	34.9478	vertebrates, human	 1:KU292530.1;  2:KU292531.1;  3:KU292532.1;  4:KU292533.1;  5:KU292536.1;  6:KU292534.1;  7:KU292538.1;  8:KU292537.1;  9:KU292535.1;  10:KU292539.1;  11:KU292540.1	-	11	2016/08/24	2016/08/24	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266527.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266528.1	-	11	2016/07/12	2016/07/12	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	9.728	34.8636	vertebrates, human	 1:KU292519.1;  2:KU292520.1;  3:KU292521.1;  4:KU292522.1;  5:KU292525.1;  6:KU292523.1;  7:KU292527.1;  8:KU292526.1;  9:KU292524.1;  10:KU292528.1;  11:KU292529.1	-	11	2016/08/24	2016/08/24	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	18.028	33.9727	vertebrates, human	 1:KC174910.1;  2:KC174911.1;  3:KC174912.1;  4:KC174913.1;  5:KC174905.1;  6:KC174914.1;  7:KC174907.1;  8:KC174906.1;  9:KC174915.1;  10:KC174908.1;  11:KC174909.1	11	11	2013/02/25	2014/09/26	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	45.9	bacteria	KX266529.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266530.1	-	11	2016/07/12	2016/07/12	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	18.02	34.1235	vertebrates, human	 1:KC174921.1;  2:KC174922.1;  3:KC174923.1;  4:KC174924.1;  5:KC174916.1;  6:KC174925.1;  7:KC174918.1;  8:KC174917.1;  9:KC174926.1;  10:KC174919.1;  11:KC174920.1	10	10	2013/02/25	2014/09/26	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	17.928	34.0306	vertebrates, human	 1:KC175115.1;  2:KC175116.1;  3:KC175117.1;  4:KC175118.1;  5:KC175110.1;  6:KC175119.1;  7:KC175112.1;  8:KC175111.1;  9:KC175120.1;  10:KC175113.1;  11:KC175114.1	12	12	2013/02/25	2014/09/26	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266531.1	-	11	2016/07/12	2016/07/12	Complete Genome
Enterobacteria phage ID11	310953		0	ssDNA viruses	Microviridae	5.577	46	bacteria	KX266532.1	-	11	2016/07/12	2016/07/12	Complete Genome
Human rotavirus A	10941		0	dsRNA viruses	Reoviridae	18.484	35.2084	vertebrates, human	 1:KJ187599.1;  2:KJ187600.1;  3:KJ187601.1;  4:KJ187602.1;  5:KJ187594.1;  6:KJ187603.1;  7:KJ187596.1;  8:KJ187595.1;  9:KJ187604.1;  10:KJ187597.1;  11:KJ187598.1	-	12	2014/03/15	2014/05/20	Complete Genome
Rotavirus A	28875		0	dsRNA viruses	Reoviridae	18.155	34.0627	vertebrates, human	 1:KC175126.1;  2:KC175127.1;  3:KC175128.1;  4:KC175129.1;  5:KC175121.1;  6:KC175130.1;  7:KC175123.1;  8:KC175122.1;  9:KC175131.1;  10:KC175124.1;  11:KC175125.1	10	10	2013/02/25	2014/09/26	Complete Genome
